0 0 0 0 0 5 0 3 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 5 0 3 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 2 0  -8  -8 
2 0 2 0 0 3 0 1 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 5 0 3 0 0 1 0 4 0 0 0 0 0 0 0 1 0 0 0 1  1  -8 
2 0 2 0 0 3 0 1 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0 3 0 0 1 0 3 0 0 0 0 0 0 0 2 0 0 0 1  -2  -4 
2 0 2 0 0 3 0 1 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0 3 0 0 0 0 3 0 0 0 0 0 0 0 2 0 1 0 1  8  -16 
2 0 2 0 0 3 0 0 0 0 0 0 5 0 1 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 3 0 3 0 0 0 0 3 0 0 0 1 0 0 0 2 0 1 0 0  -1  -4 
2 0 2 0 0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 2 0 1 0 0 0 0 2 0 0 0 3 0 3 0 1 0 0 2 0 0 1 0 0 0 0 2 0 1 0 0  -1  -4 
2 1 2 0 0 2 0 0 0 0 0 0 5 0 0 0 0 0 0 2 1 0 0 0 0 0 2 0 0 0 4 0 3 0 0 0 0 2 0 1 0 0 0 0 0 2 0 0 0 1  -1  -4 
2 1 2 0 0 2 0 0 0 0 0 0 5 0 0 1 0 0 0 2 0 0 0 0 0 0 2 0 0 0 4 0 3 0 0 0 0 2 0 1 0 0 0 0 0 2 0 0 0 1  8  8 
2 1 2 0 0 2 0 0 0 2 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 4 0 3 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2  4  4 
2 1 3 0 0 2 0 0 0 2 0 0 3 0 0 0 0 0 0 2 0 0 0 0 0 0 2 2 0 0 4 0 1 0 0 0 0 2 0 0 0 0 0 0 2 2 0 0 0 0  1  16 
2 1 3 0 0 2 0 0 0 2 0 0 3 0 0 1 0 1 0 0 0 0 0 0 0 0 2 2 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1  4  -4 
2 0 3 0 0 2 0 0 0 2 0 0 3 0 0 1 0 2 0 0 0 0 0 0 0 0 2 2 0 0 4 0 2 0 0 0 0 0 0 0 0 1 0 0 2 1 0 1 0 0  2  -8 
2 0 3 0 0 2 0 0 0 2 0 0 3 0 2 0 0 1 0 0 0 0 0 0 0 0 2 2 0 0 4 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 0 0  -4  -4 
2 0 3 0 0 2 0 0 0 2 0 0 3 0 2 0 0 0 0 0 0 0 0 0 1 0 2 2 0 2 2 2 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 0 0  4  -8 
2 0 3 0 0 2 0 0 0 2 0 1 3 0 1 0 0 0 0 0 1 0 0 0 0 0 2 2 0 2 2 2 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 1  4  2 
2 0 3 0 0 2 0 0 1 2 0 1 2 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 2 2 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 1  2  -4 
2 0 3 0 0 2 0 0 2 3 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 3 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0  -1  -4 
2 0 3 2 0 2 0 2 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 2 4 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0  -1  -4 
2 0 4 4 0 2 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0  -1  -2 
2 0 5 5 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0  -1  -2 
1 0 5 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0  -2  -4 
2 0 3 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0  -1  -2 
2 0 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0  -1  -4 
0 1 3 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 0 2 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0  -1  -4 
